/computer/software/languages_used	0
/sports/pro_athlete/teams./soccer/football_roster_position/team	1
/religion/religious_practice/practice_of	2
/food/ingredient/compatible_with_dietary_restrictions	3
/sports/sport/teams	4
/government/political_district/representatives./government/government_position_held/basic_title	5
/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/team	6
/tv/tv_actor/guest_roles./tv/tv_guest_role/character	7
/sports/sports_team/roster./baseball/baseball_roster_position/player	8
/architecture/building/building_function	9
/business/business_operation/industry	10
/dining/restaurant/cuisine	11
/government/government_office_or_title/governmental_body_if_any	12
/baseball/baseball_league/teams	13
/tv/tv_writer/episodes_written	14
/base/eating/practicer_of_diet/diet	15
/aviation/airport/airlines./aviation/airline_airport_presence/cities_served	16
/government/government_office_category/officeholders./government/government_position_held/governmental_body	17
/base/twinnedtowns/twinned_town/twinned_with./base/twinnedtowns/town_twinning/twinned_towns	18
/organization/organization/phone_number./common/phone_number/category	19
/government/governmental_jurisdiction/official_symbols./location/location_symbol_relationship/symbol	20
/base/disaster2/tactic/attacks_of_this_form./base/disaster2/attack_process/attack_event	21
/user/lindenb/default_domain/scientist/known_for	22
/soccer/football_position/players	23
/government/government_office_or_title/office_holders./government/government_position_held/office_holder	24
/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/player	25
/base/aareas/schema/administrative_area/administrative_parent	26
/government/legislative_session/members./government/government_position_held/office_position_or_title	27
/tv/special_tv_performance_type/starring_performances./tv/regular_tv_appearance/series	28
/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in	29
/people/person/nationality	30
/government/politician/government_positions_held./government/government_position_held/office_position_or_title	31
/award/award_winner/awards_won./award/award_honor/award_winner	32
/sports/sports_team/roster./soccer/football_roster_position/player	33
/fictional_universe/fictional_character/employers./fictional_universe/fictional_employment_tenure/title	34
/base/thoroughbredracing/thoroughbred_racehorse_color/horses_of_this_color	35
/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency	36
/biology/domesticated_animal/breeds	37
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	38
/business/employer/employees./business/employment_tenure/title	39
/language/human_language/main_country	40
/award/award_category/nominees./award/award_nomination/nominated_for	41
/tv/tv_program/spin_offs	42
/medicine/infectious_disease/infectious_agent_type	43
/computer/operating_system/developer	44
/biology/animal_breed/breed_of	45
/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/convicted_person	46
/aviation/airline/hubs	47
/tv/tv_program/regular_cast./tv/regular_tv_appearance/special_performance_type	48
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country	49
/broadcast/radio_format/stations	50
/cvg/computer_videogame/developer	51
/architecture/museum/address./location/mailing_address/state_province_region	52
/geography/island_group/islands_in_group	53
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	54
/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source	55
/biology/organism_classification/higher_classification	56
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	57
/organization/role/governors./organization/organization_board_membership/member	58
/royalty/kingdom/rulers	59
/cvg/cvg_designer/games_designed	60
/transportation/bridge/locale	61
/location/country/second_level_divisions	62
/business/consumer_company/products./business/company_product_relationship/consumer_product	63
/biology/animal_breed/registered_with./biology/breed_registration/breed_group	64
/film/film_character/portrayed_in_films./film/performance/film	65
/film/film/prequel	66
/american_football/football_team/current_roster./american_football/football_roster_position/position	67
/basketball/basketball_team/historical_roster./sports/sports_team_roster/player	68
/soccer/football_player/current_team./sports/sports_team_roster/team	69
/people/ethnicity/included_in_group	70
/biology/breed_registry/recognized_breeds./biology/breed_registration/breed	71
/sports/sports_team/roster./sports/sports_team_roster/position	72
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/program	73
/tv/tv_series_season/regular_cast./tv/regular_tv_appearance/actor	74
/computer/computer_manufacturer_brand/computer_models	75
/sports/drafted_athlete/drafted./sports/sports_league_draft_pick/team	76
/education/academic/advisors	77
/education/educational_institution/sports_teams	78
/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position	79
/base/activism/activism_issue/activist_organizations	80
/food/diet/followers	81
/medicine/notable_person_with_medical_condition/condition	82
/award/competition/instance_of_recurring_competition	83
/education/university/international_tuition./measurement_unit/dated_money_value/currency	84
/sports/sports_league_season/awards./sports/sports_award/award	85
/people/appointed_role/appointment./people/appointment/appointee	86
/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/character	87
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/produce	88
/business/board_member/organization_board_memberships./organization/organization_board_membership/role	89
/education/educational_institution/subsidiary_or_constituent_schools	90
/base/popstra/celebrity/lived_with./base/popstra/lived_with/participant	91
/base/popstra/celebrity/hangout./base/popstra/hangout/business_location	92
