0	/m/02hmw9
1	/base/univplus/extended_university
2	/m/02wzv
3	/government/governmental_jurisdiction
4	/m/017f4y
5	/music/composer
6	/m/06pvr
7	/user/joehughes/default_domain/transit_service_area
8	/m/07hgkd
9	/film/actor
10	/m/0287477
11	/base/wfilmbase/film
12	/m/05dppk
13	/award/award_winner
14	/m/04hhv
15	/food/beer_country_region
16	/m/0123qq
17	/media_common/adapted_work
18	/m/021r7r
19	/people/deceased_person
20	/m/06t2t
21	/location/statistical_region
22	/m/0150jk
23	/base/badpeople/topic
24	/m/016cff
25	/base/schemastaging/tennis_player_extra
26	/m/049m19
27	/tv/tv_actor
28	/m/096lf_
29	/influence/influence_node
30	/m/025sh_8
31	/location/administrative_division
32	/m/02jx1
33	/base/charities/geographic_scope
34	/m/013ksx
35	/m/04vcdj
36	/user/narphorium/people/nndb_person
37	/m/0grd7
38	/location/citytown
39	/m/031778
40	/award/award_winning_work
41	/m/04lyk
42	/base/ontologies/ontology_instance
43	/m/0brgy
44	/base/pethealth/symptom
45	/m/0814k3
46	/m/02xs6_
47	/m/02m501
48	/base/schemastaging/athlete_extra
49	/m/0fngf
50	/base/aareas/schema/administrative_area
51	/m/0fjsl
52	/location/location
53	/m/0mwq7
54	/m/0167km
55	/m/07sbk
56	/broadcast/artist
57	/m/06rgq
58	/base/popstra/celebrity
59	/m/0ktds
60	/base/crime/topic
61	/m/0cymp
62	/base/allthingsnewyork/topic
63	/m/03xx3m
64	/film/person_or_entity_appearing_in_film
65	/m/015mrk
66	/m/015_1q
67	/internet/social_network_user
68	/m/018qd6
69	/m/02hct1
70	/media_common/netflix_title
71	/m/04ykg
72	/book/book_subject
73	/m/0l_q9
74	/location/hud_foreclosure_area
75	/m/070g7
76	/base/pinball/pinball_machine_basis
77	/m/01vyp_
78	/m/028rk
79	/government/political_appointer
80	/m/0hnjt
81	/base/nobelprizes/topic
82	/m/0pz91
83	/organization/organization_founder
84	/m/01_k7f
85	/base/schemastaging/educational_institution_extra
86	/m/0642xf3
87	/media_common/adaptation
88	/m/0kv7k
89	/m/02tf1y
90	/award/award_nominee
91	/m/07r4c
92	/base/myspace/topic
93	/m/04t2l2
94	/m/02yy8
95	/base/schemastaging/topic
96	/m/01v42g
97	/m/028d4v
98	/m/016zfm
99	/m/02_wxh
100	/tv/tv_director
101	/m/0227vl
102	/m/0427y
103	/film/writer
104	/m/01xv77
105	/m/01d1st
106	/music/music_video_performer
107	/m/013h9
108	/periodicals/newspaper_circulation_area
109	/m/0kp2_
110	/base/atheism/atheist
111	/m/02ylg6
112	/m/07t65
113	/government/governmental_body
114	/m/024mxd
115	/award/award_nominated_work
116	/m/014xf6
117	/organization/organization
118	/m/02t_h3
119	/base/parody/topic
120	/m/01jzyx
121	/education/educational_institution_campus
122	/m/02frhbc
123	/fictional_universe/fictional_setting
124	/m/069d68
125	/people/person
126	/m/01wqpnm
127	/film/music_contributor
128	/m/042ly5
129	/user/narphorium/people/topic
130	/m/012z8_
131	/m/0dq9wx
132	/celebrities/celebrity
133	/m/016tb7
134	/m/02qk3fk
135	/base/filmflexmovies/topic
136	/m/0p07l
137	/m/02l4pj
138	/m/014q2g
139	/m/0hn6d
140	/user/rcheramy/default_domain/hockey_team
141	/m/0hhqw
142	/m/06w92
143	/user/tsegaran/random/taxonomy_subject
144	/m/0mmr1
145	/m/06pyc2
146	/m/03hpr
147	/film/film_story_contributor
148	/m/01wbgdv
149	/m/0d608
150	/m/0cc56
151	/m/09tc_y
152	/sports/sports_team
153	/m/02qdymm
154	/m/0309jm
155	/base/schemastaging/person_extra
156	/m/0k5px
157	/media_common/quotation_source
158	/m/0d2ww
159	/people/profession
160	/m/03g62
161	/m/05dkbr
162	/base/schemastaging/sports_team_extra
163	/m/015cbq
164	/book/author
165	/m/03flwk
166	/m/070j61
167	/film/producer
168	/m/03_wtr
169	/base/lostbase/topic
170	/m/01817f
171	/m/02xry
172	/m/01vtg4q
173	/music/lyricist
174	/m/0136g9
175	/tv/tv_producer
176	/m/09f2j
177	/education/educational_institution
178	/m/076lxv
179	/film/film_crewmember
180	/m/07y8l9
181	/m/03l78j
182	/base/jewlib/topic
183	/m/0c2ry
184	/base/popstra/sww_base
185	/m/01bpn
186	/user/alexander/philosophy/topic
187	/m/06jtd
188	/base/aareas/schema/de/state
189	/m/0c7ct
190	/tv/tv_program_guest
191	/m/0gps0z
192	/m/0dv1hh
193	/soccer/football_player
194	/m/0pz7h
195	/base/saturdaynightlive/snl_cast_member
196	/m/030g9z
197	/m/01nx_8
198	/m/05pdbs
199	/music/producer
200	/m/01qckn
201	/m/0nhmw
202	/location/us_county
203	/m/0163v
204	/user/robert/military/military_power
205	/m/0d33k
206	/base/aareas/schema/earth/citytown
207	/m/0512p
208	/m/011s9r
209	/comic_books/comic_book_creator
210	/m/0n9dn
211	/location/dated_location
212	/m/05sxr_
213	/m/03pcnt
214	/m/0mx4_
215	/m/01271h
216	/m/01xllf
217	/m/0qf43
218	/m/01vrz41
219	/theater/theatrical_composer
220	/m/071jrc
221	/m/0h336
222	/m/027t8fw
223	/m/01pn0r
224	/award/award_discipline
225	/m/095x_
226	/m/03spz
227	/m/04pnx
228	/m/07srw
229	/m/041c4
230	/m/058frd
231	/base/markrobertdaveyphotographer/topic
232	/m/0d05q4
233	/base/coloniesandempire/topic
234	/m/0y_9q
235	/film/film
236	/m/017s11
237	/computer/software_license
238	/m/01wzs_q
239	/m/01nqj
240	/organization/organization_member
241	/m/0qc7l
242	/base/biblioness/bibs_location
243	/m/04mnts
244	/m/05fjf
245	/location/us_state
246	/m/03bx_5q
247	/m/0tygl
248	/m/0jgx
249	/base/nathalieatalla/topic
250	/m/01hbfz
251	/m/0vp5f
252	/m/0prpt
253	/base/tagit/concept
254	/m/01l3s0
255	/m/0jdx
256	/m/02_570
257	/government/political_ideology
258	/m/01nrgq
259	/m/06nv27
260	/m/0k419
261	/base/movies1001/topic
262	/m/01hc1j
263	/award/ranked_item
264	/m/0166v
265	/olympics/olympic_participating_country
266	/m/01tpvt
267	/computer/software_developer
268	/m/05fhy
269	/m/09hldj
270	/m/0fj52s
271	/user/jamie/food/flavoring
272	/m/06n6p
273	/base/socialmediamarketing/topic
274	/m/052nd
275	/m/0846v
276	/m/0716b6
277	/cvg/cvg_platform
278	/m/0l2hf
279	/m/03nyts
280	/user/alust/default_domain/processed_with_review_queue
281	/m/01jt2w
282	/education/university
283	/m/0p4wb
284	/business/consumer_company
285	/m/02sjf5
286	/m/04bz2f
287	/m/0jm9w
288	/m/0194xc
289	/base/politicalconventions/primary_candidate
290	/m/039cpd
291	/business/issuer
292	/m/01vdrw
293	/m/0gct_
294	/book/illustrator
295	/m/0kpys
296	/m/01vvyc_
297	/m/0d1w9
298	/m/04z0g
299	/fictional_universe/person_in_fiction
300	/m/037njl
301	/m/05ll37
302	/m/0nzw2
303	/m/01vs_v8
304	/base/moscratch/topic
305	/m/01mvpv
306	/m/01938t
307	/tv/tv_subject
308	/m/0dy6c9
309	/m/05g3b
310	/sports/professional_sports_team
311	/m/05hj0n
312	/base/housemd/topic
313	/m/05qhw
314	/symbols/flag_referent
315	/m/07yqn
316	/m/030wsj
317	/base/horseracing/racehorse
318	/m/026fd
319	/m/013fn
320	/organization/australian_organization
321	/m/06d4h
322	/base/argumentmaps/motive
323	/m/017cy9
324	/base/academia/topic
325	/m/0fb_1
326	/m/07bx6
327	/m/02x08c
328	/m/01xysf
329	/m/03ffcz
330	/m/02bwc7
331	/m/0hkwr
332	/base/schemastaging/nutrient_extra
333	/m/01pfr3
334	/m/07v5q
335	/base/factsofamericanhistory/topic
336	/m/028_yv
337	/m/0fthdk
338	/base/saturdaynightlive/person_impersonated_on_snl
339	/m/04wp3s
340	/m/0123_x
341	/location/es_province
342	/m/0yxl
343	/base/magic/magician
344	/m/02qlkc3
345	/m/01w9ph_
346	/music/artist
347	/m/03hmr_
348	/m/017fx5
349	/base/tagit/man_made_thing
350	/m/04wsz
351	/m/0184tc
352	/m/025st2z
353	/m/0cqnss
354	/m/0161sp
355	/music/featured_artist
356	/m/02tc5y
357	/base/popstra/topic
358	/m/0d07s
359	/m/02vwckw
360	/m/07_f2
361	/travel/travel_destination
362	/m/0g3cw
363	/m/0879xc
364	/base/x2010fifaworldcupsouthafrica/topic
365	/m/0ds2n
366	/m/02q1hz
367	/soccer/football_team
368	/m/04hqz
369	/base/languagesfordomainnames/topic
370	/m/0p_pd
371	/m/0r03f
372	/m/01xdf5
373	/m/01v8c
374	/location/capital_of_administrative_division
375	/m/07f5x
376	/m/02d9nr
377	/organization/non_profit_organization
378	/m/08gwzt
379	/m/02yc5b
380	/m/06hwzy
381	/m/018db8
382	/m/0167bx
383	/people/cause_of_death
384	/m/0c5_3
385	/base/aareas/schema/england/metropolitan_borough_city
386	/m/01nr63
387	/m/01hp22
388	/m/06y_n
389	/m/0d2kt
390	/base/london/topic
391	/m/05gqy
392	/m/03_3d
393	/m/0gqmvn
394	/award/award_category
395	/m/01w9wwg
396	/m/01whw6
397	/m/0d6484
398	/m/0c4kv
399	/m/0c0tzp
400	/film/film_costumer_designer
401	/m/0947l
402	/location/it_comune
403	/m/08sdrw
404	/comic_books/comic_book_genre
405	/m/04gfy7
406	/m/0cj8x
407	/m/012v1t
408	/user/johnbr/default_domain/ixtropian
409	/m/0jzgd
410	/base/skosbase/vocabulary_equivalent_topic
411	/m/081_zm
412	/m/06pcz0
413	/m/03h610
414	/m/05mc99
415	/m/02wt0
416	/base/coloniesandempire/former_british_colonies_and_dominions
417	/m/04vjh
418	/m/0jcg8
419	/base/biblioness/bibs_topic
420	/m/03x23q
421	/m/01t38b
422	/m/027rn
423	/m/03r8gp
424	/film/film_subject
425	/m/01dw_f
426	/m/04bbv7
427	/m/07348
428	/m/01vwbts
429	/m/01mxt_
430	/m/03lrht
431	/m/060c4
432	/organization/role
433	/m/0lhn5
434	/base/tourismontology/history
435	/m/02k13d
436	/m/01n7qlf
437	/base/cinemainspector/person_sign
438	/m/0clz7
439	/m/09krm_
440	/base/yalebase/school
441	/m/0btpx
442	/m/0jsw9l
443	/m/01q1j
444	/protected_sites/listed_site
445	/m/09lwrt
446	/m/01drsx
447	/media_common/media_genre
448	/m/032xhg
449	/m/05dtsb
450	/m/0vh3
451	/government/political_district
452	/m/082237
453	/m/0424m
454	/base/greatbooksofthewesternworld/author
455	/m/01w7nwm
456	/base/siswimsuitmodels/topic
457	/m/081m_
458	/base/arthist/helynevek
459	/m/06y7d
460	/education/honorary_degree_recipient
461	/m/0cg9y
462	/m/06f3l
463	/m/027xbpw
464	/m/03y7ml
465	/internet/website_owner
466	/m/039n1
467	/m/0jdhp
468	/m/01f9mq
469	/theater/theater_actor
470	/m/04jpl
471	/people/place_of_interment
472	/m/0n_2q
473	/m/0cvkv5
474	/base/cannes/topic
475	/m/012vct
476	/m/03jjzf
477	/m/05y5fw
478	/tv/tv_program_creator
479	/m/08b0cj
480	/base/juiced/user_of_banned_substances
481	/m/029q_y
482	/m/04vgq5
483	/cvg/cvg_publisher
484	/m/02w64f
485	/sports/tournament_event_competitor
486	/m/02zyy4
487	/m/0dbc1s
488	/music/group_member
489	/m/09mq4m
490	/m/0253b6
491	/m/0cj2t3
492	/m/01w8n89
493	/m/0yldt
494	/m/02mjmr
495	/m/01kvqc
496	/m/0rjg8
497	/m/01xbgx
498	/base/locations/topic
499	/m/05hjnw
500	/m/03yk8z
501	/m/0721cy
502	/m/01k3qj
503	/m/0b_5d
504	/m/011lvx
505	/m/030pr
506	/m/0fvxz
507	/m/01k53x
508	/base/victoriassecret/topic
509	/m/02prwdh
510	/base/berlininternationalfilmfestival/topic
511	/m/03_lf
512	/visual_art/art_subject
513	/m/0219q
514	/m/0hpz8
515	/m/04wqsm
516	/m/0s9z_
517	/m/016hvl
518	/base/atheism/topic
519	/m/012x2b
520	/base/fight/topic
521	/m/0l2sr
522	/m/02mv9b
523	/m/02qr69m
524	/m/0c5v2
525	/m/01l_vgt
526	/m/0845v
527	/base/culturalevent/event
528	/m/01xq0k1
529	/base/animalnames/topic
530	/m/01wz_ml
531	/base/events/performer
532	/m/023b97
533	/m/02cyfz
534	/m/0d_2fb
535	/m/075_t2
536	/m/019pkm
537	/m/02kxx1
538	/organization/membership_organization
539	/m/06ywtl
540	/education/field_of_study
541	/m/018q7
542	/m/0178rl
543	/m/018h8j
544	/m/0pswc
